SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Average/ Percentage,Course Name,Basic Course,Comments,Polarity,Sentiment,Average_Score,Percentage,Cleaned_Comments,Subjectivity,Vader_Sentiment,VADER_Scores,Compound,VADER_Sentiment,Event_Type,Event_Type_Num
11,20,33,Your mentor does a necessary follow-up with an assigned task to you.,2,2,0,4,12,4.10 / 82.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),Excellent speakers and content!,1.0,Positive,4.1,82.0,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
12,20,33,The teachers illustrate the concepts through examples and applications.,2,2,1,2,13,4.10 / 82.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),Great delivery by the instructor.,0.8,Positive,4.1,82.0,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
13,20,33,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,0,1,6,12,4.40 / 88.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),Loved every bit of it!,0.875,Positive,4.4,88.0,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
14,20,33,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,0,6,12,4.35 / 87.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),The pace was too fast.,0.2,Positive,4.35,87.0,pace fast,0.6,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
15,20,33,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,0,2,6,11,4.30 / 86.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),Interactive and enjoyable sessions.,0.5,Positive,4.3,86.0,interactive enjoyable session,0.6,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
16,20,33,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,1,2,3,13,4.30 / 86.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),I enjoyed the activities a lot!,0.625,Positive,4.3,86.0,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
17,20,33,Teachers encourage you to participate in extracurricular activities.,1,0,1,8,10,4.30 / 86.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),Examples were not clear.,-0.05000000000000001,Neutral,4.3,86.0,example clear,0.3833333333333333,Negative,"{'neg': 0.421, 'neu': 0.579, 'pos': 0.0, 'compound': -0.2924}",-0.2924,Negative,Seminar,0
18,20,33,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",1,1,1,4,13,4.35 / 87.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),Mentoring helped me improve a lot.,0.0,Neutral,4.35,87.0,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
19,20,33,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,2,8,10,4.40 / 88.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),Excellent speakers and content!,1.0,Positive,4.4,88.0,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
20,20,33,The overall quality of the teaching-learning process in your institute is very good.,0,0,0,10,10,4.50 / 90.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),Loved every bit of it!,0.875,Positive,4.5,90.0,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
1,26,122,How much of the syllabus was covered in the class?,1,1,8,6,10,3.88 / 77.69,FYBMS,BACHELOR OF MANAGEMENT STUDIES,The content was very informative.,0.2,Positive,3.88,77.69,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
2,26,122,How well did the teachers prepare for the classes?,1,0,6,13,6,3.88 / 77.69,FYBMS,BACHELOR OF MANAGEMENT STUDIES,The session was fantastic and very engaging.,0.46,Positive,3.88,77.69,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
3,26,122,How well were the teachers able to communicate?,0,3,3,8,12,4.12 / 82.31,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Teaching was outstanding.,0.5,Positive,4.12,82.31,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
4,26,122,The teacher’s approach to teaching can best be described as,1,2,3,10,10,4.00 / 80.00,FYBMS,BACHELOR OF MANAGEMENT STUDIES,The session was neither good nor bad.,5.551115123125783e-17,Neutral,4.0,80.0,session neither good bad,0.6333333333333333,Negative,"{'neg': 0.488, 'neu': 0.512, 'pos': 0.0, 'compound': -0.5824}",-0.5824,Negative,Seminar,0
5,26,122,Fairness of the internal evaluation process by the teachers.,1,2,3,8,12,4.08 / 81.54,FYBMS,BACHELOR OF MANAGEMENT STUDIES,No comments.,0.0,Neutral,4.08,81.54,comment,0.0,Negative,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Seminar,0
6,26,122,Was your performance in assignments discussed with you?,2,1,6,7,10,3.85 / 76.92,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Excellent speakers and content!,1.0,Positive,3.85,76.92,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
7,26,122,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",3,0,2,10,11,4.00 / 80.00,FYBMS,BACHELOR OF MANAGEMENT STUDIES,The pace was too fast.,0.2,Positive,4.0,80.0,pace fast,0.6,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
8,26,122,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,3,2,10,11,4.12 / 82.31,FYBMS,BACHELOR OF MANAGEMENT STUDIES,The content was very informative.,0.2,Positive,4.12,82.31,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
9,26,122,The institution provides multiple opportunities to learn and grow.,1,1,1,13,10,4.15 / 83.08,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Excellent speakers and content!,1.0,Positive,4.15,83.08,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
10,26,122,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,2,9,12,4.15 / 83.08,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Excellent speakers and content!,1.0,Positive,4.15,83.08,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
11,26,122,Your mentor does a necessary follow-up with an assigned task to you.,2,1,5,5,13,4.00 / 80.00,FYBMS,BACHELOR OF MANAGEMENT STUDIES,I enjoyed the activities a lot!,0.625,Positive,4.0,80.0,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
12,26,122,The teachers illustrate the concepts through examples and applications.,2,1,3,7,13,4.08 / 81.54,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Loved every bit of it!,0.875,Positive,4.08,81.54,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
13,26,122,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,2,4,4,16,4.31 / 86.15,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Some parts were useful.,0.3,Positive,4.31,86.15,part useful,0.0,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
14,26,122,Teachers are able to identify your weaknesses and help you to overcome them.,0,2,3,6,15,4.31 / 86.15,FYBMS,BACHELOR OF MANAGEMENT STUDIES,The session was fantastic and very engaging.,0.46,Positive,4.31,86.15,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
15,26,122,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,1,4,7,14,4.31 / 86.15,FYBMS,BACHELOR OF MANAGEMENT STUDIES,The delivery was acceptable.,0.0,Neutral,4.31,86.15,delivery acceptable,0.0,Positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,Positive,Seminar,0
16,26,122,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,3,6,3,13,3.92 / 78.46,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Too theoretical for my taste.,0.0,Neutral,3.92,78.46,theoretical taste,0.1,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
17,26,122,Teachers encourage you to participate in extracurricular activities.,0,2,5,5,14,4.19 / 83.85,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Not satisfied with the teaching method.,-0.25,Negative,4.19,83.85,satisfied teaching method,1.0,Negative,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.3252}",-0.3252,Negative,Seminar,0
18,26,122,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",3,0,2,7,14,4.12 / 82.31,FYBMS,BACHELOR OF MANAGEMENT STUDIES,It was average.,-0.15,Negative,4.12,82.31,average,0.39999999999999997,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
19,26,122,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",3,1,5,10,7,3.65 / 73.08,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Mentoring helped me improve a lot.,0.0,Neutral,3.65,73.08,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
20,26,122,The overall quality of the teaching-learning process in your institute is very good.,0,2,2,9,13,4.27 / 85.38,FYBMS,BACHELOR OF MANAGEMENT STUDIES,Content was fine.,0.4166666666666667,Positive,4.27,85.38,content fine,0.5,Positive,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",0.2023,Positive,Seminar,0
1,12,175,How much of the syllabus was covered in the class?,0,1,3,4,4,3.92 / 78.33,FYBSC,BACHELOR OF SCIENCE,I enjoyed the activities a lot!,0.625,Positive,3.92,78.33,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
2,12,175,How well did the teachers prepare for the classes?,0,0,0,9,3,4.25 / 85.00,FYBSC,BACHELOR OF SCIENCE,It was average.,-0.15,Negative,4.25,85.0,average,0.39999999999999997,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
3,12,175,How well were the teachers able to communicate?,0,0,0,4,8,4.67 / 93.33,FYBSC,BACHELOR OF SCIENCE,Excellent speakers and content!,1.0,Positive,4.67,93.33,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
4,12,175,The teacher’s approach to teaching can best be described as,0,1,4,6,1,3.58 / 71.67,FYBSC,BACHELOR OF SCIENCE,I enjoyed the activities a lot!,0.625,Positive,3.58,71.67,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
5,12,175,Fairness of the internal evaluation process by the teachers.,0,2,1,1,8,4.25 / 85.00,FYBSC,BACHELOR OF SCIENCE,Interactive and enjoyable sessions.,0.5,Positive,4.25,85.0,interactive enjoyable session,0.6,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
6,12,175,Was your performance in assignments discussed with you?,0,2,3,4,3,3.67 / 73.33,FYBSC,BACHELOR OF SCIENCE,Excellent speakers and content!,1.0,Positive,3.67,73.33,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
7,12,175,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,1,5,1,5,3.83 / 76.67,FYBSC,BACHELOR OF SCIENCE,Mentoring helped me improve a lot.,0.0,Neutral,3.83,76.67,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
8,12,175,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,1,2,6,2,3.58 / 71.67,FYBSC,BACHELOR OF SCIENCE,The teacher didn't seem well-prepared.,0.0,Neutral,3.58,71.67,teacher seem well prepared,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
9,12,175,The institution provides multiple opportunities to learn and grow.,0,1,3,5,3,3.83 / 76.67,FYBSC,BACHELOR OF SCIENCE,Excellent speakers and content!,1.0,Positive,3.83,76.67,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
10,12,175,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,1,4,6,4.25 / 85.00,FYBSC,BACHELOR OF SCIENCE,Great delivery by the instructor.,0.8,Positive,4.25,85.0,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
11,12,175,Your mentor does a necessary follow-up with an assigned task to you.,0,5,1,3,3,3.33 / 66.67,FYBSC,BACHELOR OF SCIENCE,Low interaction in the class.,0.0,Neutral,3.33,66.67,low interaction class,0.3,Negative,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative,Seminar,0
12,12,175,The teachers illustrate the concepts through examples and applications.,0,3,1,3,5,3.83 / 76.67,FYBSC,BACHELOR OF SCIENCE,Found the session confusing.,-0.3,Negative,3.83,76.67,found session confusing,0.4,Negative,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative,Seminar,0
13,12,175,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,2,2,4,3,3.50 / 70.00,FYBSC,BACHELOR OF SCIENCE,Loved every bit of it!,0.875,Positive,3.5,70.0,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
14,12,175,Teachers are able to identify your weaknesses and help you to overcome them.,0,2,2,6,2,3.67 / 73.33,FYBSC,BACHELOR OF SCIENCE,Too theoretical for my taste.,0.0,Neutral,3.67,73.33,theoretical taste,0.1,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
15,12,175,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,1,1,7,2,3.67 / 73.33,FYBSC,BACHELOR OF SCIENCE,Neutral experience overall.,0.0,Neutral,3.67,73.33,neutral experience overall,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
16,12,175,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,3,7,2,3.92 / 78.33,FYBSC,BACHELOR OF SCIENCE,Could be improved with more examples.,0.5,Positive,3.92,78.33,could improved example,0.5,Positive,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}",0.4767,Positive,Seminar,0
17,12,175,Teachers encourage you to participate in extracurricular activities.,0,0,2,6,4,4.17 / 83.33,FYBSC,BACHELOR OF SCIENCE,Content was fine.,0.4166666666666667,Positive,4.17,83.33,content fine,0.5,Positive,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",0.2023,Positive,Seminar,0
18,12,175,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,2,4,5,4.08 / 81.67,FYBSC,BACHELOR OF SCIENCE,I enjoyed the activities a lot!,0.625,Positive,4.08,81.67,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
19,12,175,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",6,1,1,3,1,2.33 / 46.67,FYBSC,BACHELOR OF SCIENCE,The content was very informative.,0.2,Positive,2.33,46.67,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
20,12,175,The overall quality of the teaching-learning process in your institute is very good.,0,1,3,4,4,3.92 / 78.33,FYBSC,BACHELOR OF SCIENCE,Not satisfied with the teaching method.,-0.25,Negative,3.92,78.33,satisfied teaching method,1.0,Negative,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.3252}",-0.3252,Negative,Seminar,0
1,5,15,How much of the syllabus was covered in the class?,0,0,2,3,0,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,The content was very informative.,0.2,Positive,3.6,72.0,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
2,5,15,How well did the teachers prepare for the classes?,0,0,0,5,0,4.00 / 80.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,Mentoring helped me improve a lot.,0.0,Neutral,4.0,80.0,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
3,5,15,How well were the teachers able to communicate?,0,0,1,4,0,3.80 / 76.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,Not satisfied with the teaching method.,-0.25,Negative,3.8,76.0,satisfied teaching method,1.0,Negative,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.3252}",-0.3252,Negative,Seminar,0
4,5,15,The teacher’s approach to teaching can best be described as,0,0,2,3,0,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,I couldn't understand most of it.,0.5,Positive,3.6,72.0,understand,0.5,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
5,5,15,Fairness of the internal evaluation process by the teachers.,0,0,0,3,2,4.40 / 88.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,The session was neither good nor bad.,5.551115123125783e-17,Neutral,4.4,88.0,session neither good bad,0.6333333333333333,Negative,"{'neg': 0.488, 'neu': 0.512, 'pos': 0.0, 'compound': -0.5824}",-0.5824,Negative,Seminar,0
6,5,15,Was your performance in assignments discussed with you?,0,0,2,0,3,4.20 / 84.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,Mentoring helped me improve a lot.,0.0,Neutral,4.2,84.0,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
7,5,15,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,3,1,1,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,Some parts were useful.,0.3,Positive,3.6,72.0,part useful,0.0,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
8,5,15,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,3,1,1,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,Teaching was outstanding.,0.5,Positive,3.6,72.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
9,5,15,The institution provides multiple opportunities to learn and grow.,0,0,4,1,0,3.20 / 64.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,Great delivery by the instructor.,0.8,Positive,3.2,64.0,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
